V_BZNO|CONM|ETB_DT|COPR_OPNP_C|BZSCAL_C|EMPCN|STD_INDS_CFC|
1000022835|테스트22835|20120101|30|4|10|46315|
1000022836|테스트22836|20120116|40|8|8|10800|
1000022837|테스트22837|20120606|30|4|58|30399|
1000022838|테스트22838|20120521|40|4|13|28422|
1000022839|테스트22839|20130831|40|4|18|22251|
1000022840|테스트22840|20130902|40|4|25|30399|
1000022841|테스트22841|20131203|92|4|0|46203|
1000022842|테스트22842|20140121|40|4|9|30203|
1000022843|테스트22843|20140203|40|4|29|70209|
1000022844|테스트22844|20140225|40|5|2|28422|
1000022845|테스트22845|20150421|91|4|171|10701|
1000022846|테스트22846|20150910|40|4|13|29241|
1000022847|테스트22847|20160219|40|4|25|27199|
1000022848|테스트22848|19940101|40|4|65|10519|
1000022849|테스트22849|19990520|40|4|4|10111|
1000022850|테스트22850|20000726|40|8|5|10403|
1000022851|테스트22851|20000830|40|4|3|46325|
1000022852|테스트22852|20030501|40|4|17|10902|
1000022853|테스트22853|20040116|40|5|19|10129|
1000022854|테스트22854|20050520|40|4|21|41229|
1000022855|테스트22855|20050805|40|5|0|46201|
1000022856|테스트22856|20060630|40|4|44|29210|
1000022857|테스트22857|20070217|40|4|5|10511|
1000022858|테스트22858|20071001|40|4|11|30399|
1000022859|테스트22859|20080630|40|4|9|42491|
1000022860|테스트22860|20080804|30|4|23|10411|
1000022861|테스트22861|20100201|40|4|7|10603|
1000022862|테스트22862|20110104|40|4|44|10412|
1000022863|테스트22863|20110610|40|4|4|29210|
1000022864|테스트22864|20140416|40|4|0|46531|
1000022865|테스트22865|20140701|40|4|1|46102|
1000022866|테스트22866|20161021|40|4|0|11122|
1000022867|테스트22867|20160203|40|4|3|10511|
1000022868|테스트22868|0|92|4|0|10611|
1000022869|테스트22869|20100101|80|9|11|10511|
1000022870|테스트22870|19950305|40|4|0|46204|
1000022871|테스트22871|19950401|40|4|3|1110|
1000022872|테스트22872|19960612|40|4|0|46312|
1000022873|테스트22873|19961010|40|8|3|1140|
1000022874|테스트22874|19990313|40|9|0|1231|
1000022875|테스트22875|20011110|80|9|23|46101|
1000022876|테스트22876|20011107|40|9|56|1080|
1000022877|테스트22877|20011107|40|4|56|1080|
1000022878|테스트22878|20150203|40|4|2|1231|
1000022879|테스트22879|20060607|40|4|3|1110|
1000022880|테스트22880|20070501|92|4|10|10611|
1000022881|테스트22881|20100101|80|9|0|10511|
1000022882|테스트22882|20070521|40|4|4|10121|
1000022883|테스트22883|20070529|40|4|0|1212|
1000022884|테스트22884|20090101|40|4|0|1220|
1000022885|테스트22885|20070901|40|4|0|46800|
1000022886|테스트22886|20071001|40|5|0|10611|
1000022887|테스트22887|20080724|40|4|0|10902|
1000022888|테스트22888|20090209|40|4|8|20312|
1000022889|테스트22889|20110920|40|4|0|46732|
1000022890|테스트22890|20111109|40|4|0|10302|
1000022891|테스트22891|20120501|40|4|22|46313|
1000022892|테스트22892|20121221|40|4|20|46311|
1000022893|테스트22893|20130501|40|4|0|1220|
1000022894|테스트22894|20170214|80|9|10|46311|
1000022895|테스트22895|20140528|40|4|10|20312|
1000022896|테스트22896|20140729|40|4|0|1220|
1000022897|테스트22897|19870811|10|2|564|26299|
1000022898|테스트22898|19880120|30||275|10513|
1000022899|테스트22899|19890220|30|4|51|14191|
1000022900|테스트22900|19900201|30||170|30201|
1000022901|테스트22901|19900217|30|2|69|35200|
1000022902|테스트22902|19900430|30|2|34|41112|
1000022903|테스트22903|19790628|40|4|53|30392|
1000022904|테스트22904|19910826|40|4|17|25113|
1000022905|테스트22905|19940627|40|4|16|46721|
1000022906|테스트22906|19950701|30|4|59|30399|
1000022907|테스트22907|19950715|40|4|27|22299|
1000022908|테스트22908|19960119|40|4|48|10111|
1000022909|테스트22909|19971014|40|5|12|23911|
1000022910|테스트22910|20020912|40|4|16|30320|
1000022911|테스트22911|19990118|30|4|31|91121|
1000022912|테스트22912|19990531|40|8|17|10619|
1000022913|테스트22913|20000403|30|4|56|30320|
1000022914|테스트22914|20000526|40|4|16|30399|
1000022915|테스트22915|20010714|40|4|8|20119|
1000022916|테스트22916|20011025|30|4|128|30399|
1000022917|테스트22917|20011101|40|4|132|10212|
1000022918|테스트22918|20011211|40|4|18|10301|
1000022919|테스트22919|20020305|30|2|156|10121|
1000022920|테스트22920|20021001|40|4|39|41221|
1000022921|테스트22921|20030625|40|4|28|26129|
1000022922|테스트22922|20040901|30|4|11|74100|
1000022923|테스트22923|20041214|40|4|26|10832|
1000022924|테스트22924|20050607|30|4|101|10129|
1000022925|테스트22925|20060101|30|4|62|46721|
1000022926|테스트22926|20060303|40|4|6|70129|
1000022927|테스트22927|20070905|40|4|3|10832|
1000022928|테스트22928|20070720|30|4|43|10301|
1000022929|테스트22929|20071127|40|4|30|25113|
1000022930|테스트22930|20080101|30|4|62|22212|
1000022931|테스트22931|20080903|40|4|11|20422|
1000022932|테스트22932|20081204|40|4|6|10129|
1000022933|테스트22933|20090119|40|4|4|29171|
1000022934|테스트22934|20090226|40|4|10|23911|
1000022935|테스트22935|20100530|40|4|0|25111|
1000022936|테스트22936|20090909|40|4|20|10129|
1000022937|테스트22937|20091215|40|4|21|10111|
1000022938|테스트22938|20100127|40|4|5|1220|
1000022939|테스트22939|20100225|30|4|10|46592|
1000022940|테스트22940|20100506|40|4|0|46313|
1000022941|테스트22941|20101217|40|4|20|10213|
1000022942|테스트22942|20110104|21|2|2564|10112|
1000022943|테스트22943|20110412|40|8|11|30399|
1000022944|테스트22944|20110701|40|4|0|1110|
1000022945|테스트22945|20111219|30||26|35300|
1000022946|테스트22946|20111220|40|4|6|27216|
1000022947|테스트22947|20120307|30|4|50|21100|
1000022948|테스트22948|20120702|40|4|18|29210|
1000022949|테스트22949|20120701|30|4|15|47711|
1000022950|테스트22950|20121023|92|4|41|10129|
1000022951|테스트22951|20130102|40|4|3|17211|
1000022952|테스트22952|20130404|30|4|18|22232|
1000022953|테스트22953|20130528|30|4|2|68112|
1000022954|테스트22954|20130923|40|4|3|46203|
1000022955|테스트22955|20140731|40|4|4|42311|
1000022956|테스트22956|20150101|40|4|0|10301|
1000022957|테스트22957|20150301|40|4|0|10903|
1000022958|테스트22958|20150501|40|4|11|10122|
1000022959|테스트22959|20150803|40|2|18|45219|
1000022960|테스트22960|20150917|40|4|4|46312|
1000022961|테스트22961|20151021|30|4|41|10309|
1000022962|테스트22962|20151023|40|4|10|10894|
1000022963|테스트22963|20160325|40|5|20|29210|
1000022964|테스트22964|19870301|40|4|64|49232|
1000022965|테스트22965|19960607|40|8|8|23919|
1000022966|테스트22966|19960801|40|4|15|42491|
1000022967|테스트22967|19970328|92|4|5|42420|
1000022968|테스트22968|20010228|40|4|14|38322|
1000022969|테스트22969|20001020|40|4|0|96921|
1000022970|테스트22970|20050704|40|4|35|10111|
1000022971|테스트22971|20020501|40|4|0|68112|
1000022972|테스트22972|20011201|40|4|2|20499|
1000022973|테스트22973|20030715|40|4|8|46612|
1000022974|테스트22974|20040902|40|4|8|42191|
1000022975|테스트22975|20050801|40|4|11|25111|
1000022976|테스트22976|20060401|40|4|3|42132|
1000022977|테스트22977|20060701|40|4|12|23325|
1000022978|테스트22978|20070420|40|5|15|10301|
1000022979|테스트22979|20070701|92|4|25|46201|
1000022980|테스트22980|20071101|40|4|0|68112|
1000022981|테스트22981|20080118|92|4|4|25944|
1000022982|테스트22982|20080616|40|4|10|42201|
1000022983|테스트22983|20081222|40|5|2|10212|
1000022984|테스트22984|20090518|40|5|4|1110|
1000022985|테스트22985|20100101|40|4|7|42132|
1000022986|테스트22986|20100430|40|4|3|10301|
1000022987|테스트22987|20101129|40|4|9|46315|
1000022988|테스트22988|20110101|40|4|80|10129|
1000022989|테스트22989|20110720|40|4|20|10301|
1000022990|테스트22990|20110330|40|5|1|68119|
1000022991|테스트22991|20110901|40|4|2|1231|
1000022992|테스트22992|20120201|92|4|22|10121|
1000022993|테스트22993|20130325|40|5|0|10121|
1000022994|테스트22994|20130501|40|4|4|46621|
1000022995|테스트22995|20130805|40|4|3|10831|
1000022996|테스트22996|20130801|92|4|3|47711|
1000022997|테스트22997|20130802|40|4|9|38110|
1000022998|테스트22998|20131031|40|4|4|42499|
1000022999|테스트22999|20140609|40|4|8|10129|
1000023000|테스트23000|20150406|40|4|0|52992|
1000023001|테스트23001|20150314|40|4|0|1151|
1000023002|테스트23002|20150701|40|4|47|10121|
1000023003|테스트23003|20151209|92|4|0|10611|
1000023004|테스트23004|20160218|40|4|8|29171|
1000023005|테스트23005|20160718|40|4|6|10309|
1000023006|테스트23006|20120511|40|9|0|46311|
1000023007|테스트23007|20091216|40|4|30|71101|
1000023008|테스트23008|19960812|80|4|30|46312|
1000023009|테스트23009|20010101|40|4|2|10511|
1000023010|테스트23010|20010201|40|4|0|10511|
1000023011|테스트23011|20030701|40|4|7|10111|
1000023012|테스트23012|20031009|92|4|3|46201|
1000023013|테스트23013|20040828|40|4|11|1121|
1000023014|테스트23014|20050510|40|4|5|20312|
1000023015|테스트23015|20080401|40|4|8|20312|
1000023016|테스트23016|20080424|40|5|11|46329|
1000023017|테스트23017|20090201|40|4|0|10511|
1000023018|테스트23018|20110331|40|4|4|1110|
1000023019|테스트23019|20120203|40|4|3|10511|
1000023020|테스트23020|20120315|40|4|0|10511|
1000023021|테스트23021|19820406|40|4|18|46331|
1000023022|테스트23022|19950413|40|4|16|46331|
1000023023|테스트23023|20050930|40|4|23|46312|
1000023024|테스트23024|20070122|40|4|2|46201|
1000023025|테스트23025|19690710|30||16|46712|
1000023026|테스트23026|19700605|30|4|287|49212|
1000023027|테스트23027|19680904|30||73|60210|
1000023028|테스트23028|19701104|30|4|74|11122|
1000023029|테스트23029|19750608|30|4|239|49220|
1000023030|테스트23030|19880120|30||300|41220|
1000023031|테스트23031|19870130|30|4|152|46732|
1000023032|테스트23032|19880416|40|4|3|10520|
1000023033|테스트23033|19920501|30|4|77|46712|
1000023034|테스트23034|19890615|40|4|16|42412|
1000023035|테스트23035|19900201|30|4|17|23322|
1000023036|테스트23036|19900209|40|5|70|58121|
1000023037|테스트23037|19900915|40|4|10|42420|
1000023038|테스트23038|19920901|40|4|5|68112|
1000023039|테스트23039|19920501|40|4|10|52990|
1000023040|테스트23040|19920922|92|4|14|41121|
1000023041|테스트23041|19941101|30|4|24|20312|
1000023042|테스트23042|19940214|40|4|9|42201|
1000023043|테스트23043|19951220|30|4|14|55103|
1000023044|테스트23044|19940223|30|4|130|60222|
1000023045|테스트23045|19941101|40|4|6|41220|
1000023046|테스트23046|19950215|40|4|23|38230|
1000023047|테스트23047|19950401|40|4|12|42322|
1000023048|테스트23048|19951010|40|4|61|72111|
1000023049|테스트23049|19960401|30|4|221|47112|
1000023050|테스트23050|19960424|40|4|10|17211|
1000023051|테스트23051|19960805|40|4|76|42312|
1000023052|테스트23052|19960613|40|4|8|72111|
1000023053|테스트23053|20031220|40|4|4|90221|
1000023054|테스트23054|19970205|40|4|2|46592|
1000023055|테스트23055|19980101|40|4|11|23911|
1000023056|테스트23056|19970729|30|4|31|41225|
1000023057|테스트23057|19990630|29|4|43|75999|
1000023058|테스트23058|19971006|40|4|13|41220|
1000023059|테스트23059|19980601|40|4|58|46510|
1000023060|테스트23060|19990601|30|4|22|38230|
1000023061|테스트23061|19980817|40|4|0|68121|
1000023062|테스트23062|19980903|40|4|25|46612|
1000023063|테스트23063|19990110|40|4|8|41229|
1000023064|테스트23064|19990628|40|4|23|46413|
1000023065|테스트23065|19990701|40|4|19|14499|
1000023066|테스트23066|20010415|30|4|34|35200|
1000023067|테스트23067|19991016|40|5|18|10129|
1000023068|테스트23068|19991201|40|4|16|23322|
1000023069|테스트23069|19991217|30|4|26|41100|
1000023070|테스트23070|20000401|40|4|40|90199|
1000023071|테스트23071|20000316|40|4|32|63991|
1000023072|테스트23072|20000327|40|4|11|20423|
1000023073|테스트23073|20000330|40|5|9|69110|
1000023074|테스트23074|20000601|40|4|6|52992|
1000023075|테스트23075|20000624|40|4|27|63991|
1000023076|테스트23076|20000707|40|5|25|42132|
1000023077|테스트23077|20000801|40|4|25|41221|
1000023078|테스트23078|20000902|40|5|11|68121|
1000023079|테스트23079|20001101|40|4|18|46331|
1000023080|테스트23080|20001020|40|4|25|46331|
1000023081|테스트23081|20001024|40|4|19|58222|
1000023082|테스트23082|20001116|40|4|18|41229|
1000023083|테스트23083|20001201|40|4|13|41220|
1000023084|테스트23084|20001204|92|4|20|46209|
1000023085|테스트23085|20010221|40|4|7|41121|
1000023086|테스트23086|20021231|30||120|55101|
1000023087|테스트23087|20010411|40|4|12|46441|
1000023088|테스트23088|20010423|40|4|1|42420|
1000023089|테스트23089|20010518|40|5|5|46203|
1000023090|테스트23090|20010611|40|4|9|42420|
1000023091|테스트23091|20011001|30|4|56|10309|
1000023092|테스트23092|20010814|40|4|11|41220|
1000023093|테스트23093|20011022|40|4|2|20313|
1000023094|테스트23094|20020602|40|4|75|60210|
1000023095|테스트23095|20020219|40|4|8|10111|
1000023096|테스트23096|20020410|40|5|7|23322|
1000023097|테스트23097|20020410|40|4|6|23991|
1000023098|테스트23098|20020515|40|4|4|42194|
1000023099|테스트23099|20020515|40|4|4|76110|
1000023100|테스트23100|20020504|40|4|13|41112|
1000023101|테스트23101|20020702|40|4|2|76110|
1000023102|테스트23102|20020726|40|5|0|46612|
1000023103|테스트23103|20021005|30|4|72|91121|
1000023104|테스트23104|20021025|40|5|5|69110|
1000023105|테스트23105|20030215|40|4|0|76110|
1000023106|테스트23106|20030108|30|4|25|10129|
1000023107|테스트23107|20061201|40|4|10|90231|
1000023108|테스트23108|20030310|40|4|7|42121|
1000023109|테스트23109|20030320|40|5|4|42132|
1000023110|테스트23110|20030801|30|4|42|55103|
1000023111|테스트23111|20040304|40|4|17|41100|
1000023112|테스트23112|20041101|40|4|24|95211|
1000023113|테스트23113|20041028|40|5|0|50122|
1000023114|테스트23114|20041201|92|4|10|46592|
1000023115|테스트23115|20050101|40|4|3|10896|
1000023116|테스트23116|20050103|40|4|23|46444|
1000023117|테스트23117|20061231|10||3227|51100|
1000023118|테스트23118|20050701|40|4|0|76110|
1000023119|테스트23119|20050601|30|4|82|28113|
1000023120|테스트23120|20050601|30|4|23|47713|
1000023121|테스트23121|20050620|40|8|10|46699|
1000023122|테스트23122|20051001|40|4|7|20491|
1000023123|테스트23123|20050928|40|4|8|41111|
1000023124|테스트23124|20051006|40|8|6|42311|
1000023125|테스트23125|20051111|40|4|10|42201|
1000023126|테스트23126|20060115|40|4|3|46799|
1000023127|테스트23127|20051202|40|5|22|10129|
1000023128|테스트23128|20060101|40|4|20|20423|
1000023129|테스트23129|20060123|40|4|70|10899|
1000023130|테스트23130|20060301|40|4|0|76110|
1000023131|테스트23131|20060203|40|4|4|10897|
1000023132|테스트23132|20060303|40|4|55|10121|
1000023133|테스트23133|20060313|40|4|8|46203|
1000023134|테스트23134|20060607|40|5|0|69110|
1000023135|테스트23135|20060901|30|2|42|46441|
1000023136|테스트23136|20060830|40|4|23|42312|
1000023137|테스트23137|20070320|40|4|0|76110|
1000023138|테스트23138|20070621|40|4|15|90221|
1000023139|테스트23139|20080701|40|4|13|42311|
1000023140|테스트23140|20070701|92|4|1|10511|
1000023141|테스트23141|20070820|40|4|6|41111|
1000023142|테스트23142|20070821|40|4|16|16102|
1000023143|테스트23143|20080116|30|4|3|75210|
1000023144|테스트23144|20080327|40|4|8|10129|
1000023145|테스트23145|20080408|40|4|19|42322|
1000023146|테스트23146|20080604|40|4|3|46315|
1000023147|테스트23147|20080620|40|4|9|46432|
1000023148|테스트23148|20080626|30||220|46312|
1000023149|테스트23149|20090401|40|4|16|75290|
1000023150|테스트23150|20080710|40|4|5|42600|
1000023151|테스트23151|20080901|40|4|7|25111|
1000023152|테스트23152|20080801|30|4|389|52939|
1000023153|테스트23153|20080821|40|4|31|46510|
1000023154|테스트23154|20081001|30|4|9|46441|
1000023155|테스트23155|20090105|40|4|11|52992|
1000023156|테스트23156|20090217|30|4|60|10129|
1000023157|테스트23157|20090316|40|4|7|26329|
1000023158|테스트23158|20090424|40|4|12|46329|
1000023159|테스트23159|20090706|40|4|4|42491|
1000023160|테스트23160|20090710|40|5|5|90221|
1000023161|테스트23161|20090810|40|4|9|22299|
1000023162|테스트23162|20090824|40|4|0|45219|
1000023163|테스트23163|20090921|40|4|18|10111|
1000023164|테스트23164|20090901|40|4|31|17211|
1000023165|테스트23165|20091103|40|4|7|42412|
1000023166|테스트23166|20091112|40|8|11|22211|
1000023167|테스트23167|20091229|40|4|9|29210|
1000023168|테스트23168|20100519|40|4|6|10129|
1000023169|테스트23169|20100125|40|4|120|74211|
1000023170|테스트23170|20100315|40|4|9|41226|
1000023171|테스트23171|20100501|40|4|0|46311|
1000023172|테스트23172|20100506|40|5|4|46699|
1000023173|테스트23173|20100512|40|8|2|35112|
1000023174|테스트23174|20100528|40|4|0|68112|
1000023175|테스트23175|20100601|30|4|2|68121|
1000023176|테스트23176|20100701|40|4|11|72129|
1000023177|테스트23177|20100615|40|4|3|1110|
1000023178|테스트23178|20100805|40|4|11|71310|
1000023179|테스트23179|20100828|30|4|3|46431|
1000023180|테스트23180|20101018|30|4|12|46622|
1000023181|테스트23181|20101110|40|4|7|29173|
1000023182|테스트23182|20101115|40|4|2|10129|
1000023183|테스트23183|20101228|40|4|0|46312|
1000023184|테스트23184|20110201|40|4|5|41111|
1000023185|테스트23185|20110321|40|4|2|68121|
1000023186|테스트23186|20110615|40|4|6|56111|
1000023187|테스트23187|20110701|40|5|0|91229|
1000023188|테스트23188|20110712|40|8|0|1121|
1000023189|테스트23189|20110801|40|4|15|10601|
1000023190|테스트23190|20110822|91|2|71|11122|
1000023191|테스트23191|20110810|30|4|29|10501|
1000023192|테스트23192|20111003|92|4|0|10212|
1000023193|테스트23193|20110927|92|4|5|10129|
1000023194|테스트23194|20111122|40|4|9|42110|
1000023195|테스트23195|20111201|30|4|5|68111|
1000023196|테스트23196|20111206|40|4|0|71310|
1000023197|테스트23197|20111201|40|4|22|26129|
1000023198|테스트23198|20120111|40|4|33|10129|
1000023199|테스트23199|20120509|40|4|2|46202|
1000023200|테스트23200|20120501|40|4|20|10121|
1000023201|테스트23201|20120509|40|4|8|58122|
1000023202|테스트23202|20120514|40|4|20|10129|
1000023203|테스트23203|20130620|30|4|29|46713|
1000023204|테스트23204|20120701|40|4|3|46612|
1000023205|테스트23205|20120629|40|4|2|25122|
1000023206|테스트23206|20120810|92|4|0|42412|
1000023207|테스트23207|20120827|40|5|23|10730|
1000023208|테스트23208|20120901|40|4|7|46531|
1000023209|테스트23209|20121031|40|4|0|68212|
1000023210|테스트23210|20121008|40|4|23|23994|
1000023211|테스트23211|20121101|40|4|0|85661|
1000023212|테스트23212|20121119|40|4|13|10129|
1000023213|테스트23213|20130301|40|4|10|47129|
1000023214|테스트23214|20130101|40|4|0|47813|
1000023215|테스트23215|20130401|40|4|1|52992|
1000023216|테스트23216|20130311|40|5|0|90290|
1000023217|테스트23217|20130322|30|4|36|55101|
1000023218|테스트23218|20130527|40|4|2|10903|
1000023219|테스트23219|20130401|40|4|15|25111|
1000023220|테스트23220|20130408|40|4|0|46413|
1000023221|테스트23221|20140301|92|4|28|46102|
1000023222|테스트23222|20130701|30|4|63|46799|
1000023223|테스트23223|20130725|40|4|6|10129|
1000023224|테스트23224|20150609|40|4|20|47121|
1000023225|테스트23225|20130628|40|4|0|68112|
1000023226|테스트23226|20140701|30|4|71|10122|
1000023227|테스트23227|20131106|40|4|12|47215|
1000023228|테스트23228|20131010|40|4|4|46699|
1000023229|테스트23229|20131030|30|4|115|55100|
1000023230|테스트23230|20131216|40|5|8|46443|
1000023231|테스트23231|20131223|30|4|9|76110|
1000023232|테스트23232|20140103|40|8|5|42412|
1000023233|테스트23233|20140801|30|4|24|55103|
1000023234|테스트23234|20140122|40|5|28|10713|
1000023235|테스트23235|20140123|40|4|10|72129|
1000023236|테스트23236|20140205|92|4|1|68121|
1000023237|테스트23237|20140301|30|4|16|46311|
1000023238|테스트23238|20140211|40|5|0|42412|
1000023239|테스트23239|20140310|40|4|1|46101|
1000023240|테스트23240|20140401|40|4|0|10121|
1000023241|테스트23241|20140520|40|4|0|76110|
1000023242|테스트23242|20140601|40|4|32|46452|
1000023243|테스트23243|20140601|40|4|0|76110|
1000023244|테스트23244|20140513|30|4|3|41110|
1000023245|테스트23245|20140514|40|4|13|42202|
1000023246|테스트23246|20140620|30|4|9|76110|
1000023247|테스트23247|20140618|40|4|0|76110|
1000023248|테스트23248|20140708|40|4|0|49232|
1000023249|테스트23249|20140701|40|4|10|46329|
1000023250|테스트23250|20140716|40|4|10|10122|
1000023251|테스트23251|20140805|40|4|3|46311|
1000023252|테스트23252|20140912|40|4|10|42420|
1000023253|테스트23253|20141010|30|4|123|91210|
1000023254|테스트23254|20141105|40|4|12|56111|
1000023255|테스트23255|20141112|30|4|4|68121|
1000023256|테스트23256|20141125|40|4|0|1291|
1000023257|테스트23257|20150701|40|4|1|68121|
1000023258|테스트23258|20141215|40|4|2|46800|
1000023259|테스트23259|20150101|40|4|0|46332|
1000023260|테스트23260|20141210|40|4|0|69110|
1000023261|테스트23261|20141218|40|4|0|46209|
1000023262|테스트23262|20150115|40|4|2|55101|
1000023263|테스트23263|20150201|30|4|15|1220|
1000023264|테스트23264|20150401|40|4|0|68112|
1000023265|테스트23265|20150520|40|4|0|22299|
1000023266|테스트23266|20150227|30|4|1|31991|
1000023267|테스트23267|20150501|40|4|0|76110|
1000023268|테스트23268|20150409|40|4|2|68121|
1000023269|테스트23269|20150716|40|4|0|76110|
1000023270|테스트23270|20150506|40|4|0|1122|
1000023271|테스트23271|20150504|40|4|0|68121|
1000023272|테스트23272|20150610|30|4|3|41100|
1000023273|테스트23273|20150701|40|4|7|10832|
1000023274|테스트23274|20150605|40|4|1|76110|
1000023275|테스트23275|20150610|40|4|0|52939|
1000023276|테스트23276|20150701|40|4|25|27199|
1000023277|테스트23277|20150630|40|5|0|45120|
1000023278|테스트23278|20150701|30|2|65|47130|
1000023279|테스트23279|20150714|40|8|0|46799|
1000023280|테스트23280|20150812|40|4|32|29299|
1000023281|테스트23281|20150901|92||2|91241|
1000023282|테스트23282|20150826|40|4|7|41112|
1000023283|테스트23283|20150901|40|4|0|68221|
1000023284|테스트23284|20151001|92|4|5|13999|
1000023285|테스트23285|20151111|40|4|0|76110|
1000023286|테스트23286|20151026|30|4|5|56221|
1000023287|테스트23287|20151110|40|4|2|46312|
1000023288|테스트23288|20151112|40|4|7|26329|
1000023289|테스트23289|20151203|40|4|0|76110|
1000023290|테스트23290|20160224|40|4|0|46493|
1000023291|테스트23291|20160104|40|4|0|10899|
1000023292|테스트23292|20151224|40|4|2|68121|
1000023293|테스트23293|20160108|40|4|0|68111|
1000023294|테스트23294|20160118|40|4|16|41112|
1000023295|테스트23295|20160119|40|5|0|69110|
1000023296|테스트23296|20160301|40|4|0|76110|
1000023297|테스트23297|20160215|40|4|0|46315|
1000023298|테스트23298|20160225|40|4|0|56111|
1000023299|테스트23299|20160226|40|4|1|46699|
1000023300|테스트23300|20160309|40|5|0|46699|
1000023301|테스트23301|20160427|30|4|10|76110|
1000023302|테스트23302|20160406|40|4|1|68112|
1000023303|테스트23303|20160401|30||42|46713|
1000023304|테스트23304|20160317|40|5|0|46203|
1000023305|테스트23305|20160415|40|4|0|23993|
1000023306|테스트23306|20160418|30|5|23|28119|
1000023307|테스트23307|20160503|40|4|9|41229|
1000023308|테스트23308|20160518|40|4|15|23324|
1000023309|테스트23309|20160620|40|4|0|46699|
1000023310|테스트23310|20160608|40|5|18|46791|
1000023311|테스트23311|20160729|40|5|13|19229|
1000023312|테스트23312|19960801|40|4|0|46331|
1000023313|테스트23313|20031127|40|4|0|46331|
1000023314|테스트23314|20060501|40|4|4|76110|
1000023315|테스트23315|20081020|40|4|4|22191|
1000023316|테스트23316|20090223|40|5|19|10301|
1000023317|테스트23317|20090701|40|4|2|41226|
1000023318|테스트23318|20131118|40|4|0|46311|
1000023319|테스트23319|19970101|80|9|35|1220|
1000023320|테스트23320|20030408|40|4|0|46311|
1000023321|테스트23321|20040524|40|4|1|46312|
1000023322|테스트23322|20041001|40|4|4|46311|
1000023323|테스트23323|20050507|40|4|75|10110|
1000023324|테스트23324|20051101|40|4|28|46319|
1000023325|테스트23325|20051031|40|4|11|11111|
1000023326|테스트23326|20060111|40|4|3|46311|
1000023327|테스트23327|20101116|80|9|0|46312|
1000023328|테스트23328|20080301|40|4|20|10122|
1000023329|테스트23329|20070901|40|4|8|46315|
1000023330|테스트23330|20070921|40|5|7|3211|
1000023331|테스트23331|20071110|40|4|5|10213|
1000023332|테스트23332|20080102|40|4|10|10212|
1000023333|테스트23333|20111001|40|4|5|3211|
1000023334|테스트23334|20080418|40|4|12|10511|
1000023335|테스트23335|20080801|40|4|5|10213|
1000023336|테스트23336|20080714|40|4|2|46312|
1000023337|테스트23337|20081101|40|4|20|46312|
1000023338|테스트23338|20090907|40|4|4|3211|
1000023339|테스트23339|20081224|40|4|6|10801|
1000023340|테스트23340|20090413|40|4|1|1211|
1000023341|테스트23341|20090615|40|4|64|47212|
1000023342|테스트23342|20091007|40|5|16|10219|
1000023343|테스트23343|20100122|40|4|24|10213|
1000023344|테스트23344|20100708|40|4|0|2012|
1000023345|테스트23345|20101001|40|4|22|46313|
1000023346|테스트23346|20101122|40|4|0|1220|
1000023347|테스트23347|20120101|40|4|0|1220|
1000023348|테스트23348|20120629|40|4|5|10820|
1000023349|테스트23349|20121224|40|4|0|3211|
1000023350|테스트23350|20141106|40|4|5|10309|
1000023351|테스트23351|20130601|40|4|2|47215|
1000023352|테스트23352|20130911|40|4|2|1231|
1000023353|테스트23353|20140723|40|4|0|46311|
1000023354|테스트23354|20140901|40|4|32|10121|
1000023355|테스트23355|20141104|40|5|0|1152|
1000023356|테스트23356|20150211|40|4|0|46312|
1000023357|테스트23357|20150709|92|4|0|1121|
1000023358|테스트23358|19730830|40|5|0|49231|
1000023359|테스트23359|19930610|30|4|34|46315|
1000023360|테스트23360|19941114|40|4|6|46800|
1000023361|테스트23361|19960514|40|4|125|28123|
1000023362|테스트23362|19980831|40|4|11|22223|
1000023363|테스트23363|19980824|40|4|30|46531|
1000023364|테스트23364|19981009|40|4|8|42132|
1000023365|테스트23365|19990501|40|4|22|42132|
1000023366|테스트23366|19990827|40|4|15|23322|
1000023367|테스트23367|19991101|40|4|16|46521|
1000023368|테스트23368|20000627|40|4|3|47711|
1000023369|테스트23369|20010405|40|4|5|46315|
1000023370|테스트23370|20020311|40|4|6|46791|
1000023371|테스트23371|20031208|30|4|37|91121|
1000023372|테스트23372|20040114|40|4|0|90221|
1000023373|테스트23373|20050401|40|4|3|42420|
1000023374|테스트23374|20050623|40|4|13|23911|
1000023375|테스트23375|20051012|30|4|149|49212|
1000023376|테스트23376|20060105|40|4|8|23322|
1000023377|테스트23377|20060914|40|4|3|38312|
1000023378|테스트23378|20070328|30|4|34|91139|
1000023379|테스트23379|20070516|40|4|36|72129|
1000023380|테스트23380|20081001|40|2|18|91191|
1000023381|테스트23381|20090616|40|4|11|41226|
1000023382|테스트23382|20090803|40|4|5|42311|
1000023383|테스트23383|20100601|40|4|32|10894|
1000023384|테스트23384|20100604|92|4|5|46311|
1000023385|테스트23385|20100804|40|4|9|38110|
1000023386|테스트23386|20101020|40|4|27|13999|
1000023387|테스트23387|20101015|40|4|12|42311|
1000023388|테스트23388|20111208|40|4|1|46311|
1000023389|테스트23389|20120427|40|4|13|95211|
1000023390|테스트23390|20120820|30|4|59|55101|
1000023391|테스트23391|20120901|40|4|0|1110|
1000023392|테스트23392|20120830|40|4|8|42420|
