V_BZNO|CRDEVL_PTTP_DSC_2021|LS_NICS_GRDC_2021|CRDEVL_PTTP_DSC_2022|LS_NICS_GRDC_2022|CRDEVL_PTTP_DSC_2023|LS_NICS_GRDC_2023|CRDEVL_PTTP_DSC_2024|LS_NICS_GRDC_2024|CRDEVL_PTTP_DSC_2025|LS_NICS_GRDC_2025|
1000022939|12|8|12|9|||||||
1000022940|13|8|13|8|13|8|13|8|13|10|
1000022941|13|12|13|11|13|10|13|9|13|9|
1000022942|11|7|11|7|11|7|11|7|11|7|
1000022943|||15|8|13|8|15|8|13|9|
1000022944|13|13|13|13|13|13|13|14|13|13|
1000022945|||||12|3|||||
1000022946|13|8|13|9|13|8|13|12|||
1000022947|12|9|12|14|12|11|12|14|12|17|
1000022948|13|7|13|6|13|7|13|9|13|9|
1000022949|||||12|9|12|7|12|6|
1000022950|13|12|13|12|13|17|||||
1000022951|12|10|13|9|||||||
1000022952|13|9|||||||||
1000022953|||||12|7|12|7|12|10|
1000022954|13|8|||||||||
1000022955|15|8|15|10|15|10|15|9|13|11|
1000022956|15|10|13|12|13|13|||||
1000022957|13|14|13|13|13|12|13|13|13|11|
1000022958|15|9|15|8|15|8|13|9|13|9|
1000022959|12|11|12|14|11|16|||||
1000022960|13|11|13|12|13|14|13|14|13|14|
1000022961|13|13|13|8|13|9|13|10|12|9|
1000022962|13|9|13|11|13|11|13|11|13|11|
1000022963|||||13|10|13|13|13|13|
1000022964|13|8|13|6|13|6|13|5|13|6|
1000022965|13|9|13|10|13|8|13|13|13|9|
1000022966|13|7|13|7|13|7|13|7|13|7|
1000022967|13|16|13|18|||||||
1000022968|||||||13|4|13|7|
1000022969|15|5|15|5|15|5|15|5|13|7|
1000022970|13|8|13|8|13|8|13|10|13|10|
1000022971|||||||13|9|13|9|
1000022972|13|9|13|9|||||||
1000022973|||13|9|13|10|13|10|13|10|
1000022974|||13|8|13|8|13|8|13|10|
1000022975|13|9|||||||||
1000022976|13|14|13|14|||||||
1000022977|||||||||||
1000022978|13|8|13|7|13|7|13|7|13|7|
1000022979|15|8|13|17|||||||
1000022980|13|8|13|9|13|9|13|13|13|13|
1000022981|13|17|13|17|||||||
1000022982|13|7|13|9|13|8|13|10|13|11|
1000022983|15|8|15|14|15|14|15|14|13|13|
1000022984|15|13|15|10|13|11|13|12|13|9|
1000022985|||||||13|11|13|16|
1000022986|15|7|13|9|13|13|13|9|13|8|
1000022987|13|11|13|9|13|9|13|8|13|8|
1000022988|13|6|13|7|||||||
1000022989|13|6|13|6|13|6|13|6|13|6|
1000022990|||||||||||
1000022991|13|9|13|9|13|10|13|9|13|9|
1000022992|13|13|13|13|13|17|||||
1000022993|13|6|13|6|13|6|13|7|13|7|
1000022994|||||13|6|13|5|13|6|
1000022995|13|9|13|9|13|10|13|9|13|10|
1000022996|||||15|10|13|17|||
1000022997|||||13|7|13|9|||
1000022998|13|13|13|14|13|14|13|17|||
1000022999|13|10|13|10|13|13|13|14|13|17|
1000023000|||||||||13|12|
1000023001|13|12|13|14|13|18|||||
1000023002|13|11|13|11|13|11|13|12|13|13|
1000023003|13|7|13|10|13|17|||||
1000023004|13|11|||||||||
1000023005|15|8|15|7|13|9|13|11|13|10|
1000023006|13|13|13|13|13|13|13|13|13|13|
1000023007|13|6|13|6|13|8|||||
1000023008|13|8|13|10|13|11|13|11|13|12|
1000023009|13|9|13|9|13|9|13|9|13|9|
1000023010|13|13|13|11|13|10|13|9|13|10|
1000023011|13|13|13|13|13|13|13|13|13|14|
1000023012|13|10|13|10|||||||
1000023013|13|7|13|7|13|10|||||
1000023014|13|8|13|7|13|8|13|9|||
1000023015|13|10|13|10|13|9|13|12|13|11|
1000023016|13|9|13|8|13|7|13|6|13|7|
1000023017|15|10|15|9|15|9|15|9|13|10|
1000023018|13|10|13|10|13|8|13|8|13|7|
1000023019|13|11|13|7|13|6|||||
1000023020|13|10|13|9|13|12|13|13|13|13|
1000023021|15|9|13|13|13|12|15|10|13|11|
1000023022|13|9|13|8|13|9|13|9|13|9|
#N/A
1000023023|13|7|13|9|13|13|13|12|13|12|
1000023024|13|9|13|9|13|11|13|11|13|13|
1000023025|12|8|11|7|11|6|11|7|11|8|
1000023026|12|9|12|7|12|6|12|6|12|6|
1000023027|||||||||12|14|
1000023028|12|10|12|11|12|9|12|11|12|11|
1000023029|||||||||12|5|
1000023030|11|7|11|6|11|6|11|6|11|5|
1000023031|12|9|12|8|12|9|12|10|12|13|
1000023032|||||13|10|13|10|13|12|
1000023033|||||||||11|4|
1000023034|13|8|13|13|13|11|||||
1000023035|||||||12|5|12|6|
1000023036|13|13|13|13|13|6|13|5|13|5|
1000023037|15|9|13|8|13|8|13|8|13|17|
1000023038|12|16|||||||||
1000023039|||||||13|7|13|16|
1000023040|13|8|13|15|||||||
1000023041|13|7|13|8|13|7|12|7|12|7|
1000023042|||||13|10|13|13|13|13|
1000023043|||||12|16|||||
1000023044|||||||12|3|12|3|
1000023045|13|14|||||||||
1000023046|||||||||13|7|
1000023047|13|10|13|11|13|18|||||
1000023048|13|6|13|6|13|8|13|9|13|9|
1000023049|12|9|12|9|12|9|11|9|11|7|
1000023050|13|6|13|7|13|6|13|7|13|7|
1000023051|13|9|13|11|13|12|13|11|13|12|
1000023052|||||||||13|7|
1000023053|13|14|13|14|13|16|13|16|||
1000023054|13|10|13|9|13|13|13|13|13|10|
1000023055|13|10|13|11|13|13|13|13|13|17|
1000023056|||||||||12|5|
1000023057|12|9|12|9|12|9|||12|8|
1000023058|||||||||13|10|
1000023059|13|7|13|6|13|6|13|5|13|5|
1000023060|13|10|13|9|13|9|12|6|13|8|
1000023061|13|7|15|7|13|13|13|8|13|8|
1000023062|||||||||13|5|
1000023063|12|14|12|14|13|14|||||
1000023064|13|12|13|11|13|13|13|13|13|13|
1000023065|13|8|13|7|13|6|||||
1000023066|||12|7|12|7|12|7|12|8|
1000023067|13|6|13|7|||||||
1000023068|13|11|||||13|12|13|13|
1000023069|12|7|12|6|12|7|12|6|12|7|
1000023070|13|14|13|14|13|11|13|13|13|13|
1000023071|||||13|7|13|8|13|9|
1000023072|||||||13|10|13|12|
1000023073|15|12|15|10|15|9|13|10|13|9|
1000023074|13|11|13|11|13|16|||||
1000023075|13|8|13|8|13|7|13|6|13|6|
1000023076|13|10|13|8|13|8|13|8|13|7|
1000023077|13|11|13|8|13|9|13|11|13|12|
1000023078|15|13|15|10|15|9|13|13|13|12|
1000023079|13|12|13|9|13|8|13|9|13|13|
1000023080|13|6|13|8|13|6|13|6|13|6|
1000023081|||13|8|13|7|13|6|13|7|
1000023082|13|7|13|7|13|8|13|9|13|14|
1000023083|15|10|15|10|15|10|13|12|||
1000023084|13|17|||||||||
1000023085|13|8|13|7|13|8|13|7|13|13|
1000023086|12|7|12|6|12|5|12|3|12|3|
1000023087|13|7|13|7|13|8|13|8|13|8|
1000023088|13|8|13|8|13|9|13|13|13|14|
1000023089|||||||||||
1000023090|13|7|||13|8|13|9|13|7|
1000023091|||||||||||
1000023092|||||||||||
1000023093|13|8|13|8|13|8|13|8|13|15|
1000023094|||||||12|5|12|6|
1000023095|13|10|13|11|13|11|13|13|13|13|
1000023096|13|10|||||||||
1000023097|13|6|13|6|13|6|13|6|||
1000023098|15|7|13|8|13|8|13|10|13|8|
1000023099|||||||13|14|||
1000023100|13|13|13|13|||||||
1000023101|15|12|13|10|||||||
1000023102|13|10|13|10|13|10|13|9|13|10|
1000023103|12|15|12|15|12|14|12|14|12|14|
1000023104|13|7|13|6|13|13|13|14|13|17|
1000023105|||||13|7|13|8|13|8|
1000023106|13|10|13|10|13|8|13|11|12|13|
1000023107|13|7|13|6|13|7|13|8|13|9|
1000023108|13|6|13|7|13|6|13|6|13|6|
1000023109|13|14|13|10|13|8|13|13|13|13|
1000023110|12|10|12|8|12|8|12|12|12|12|
1000023111|12|10|12|6|13|9|13|9|13|9|
1000023112|13|10|13|10|13|14|||13|13|
1000023113|13|7|13|9|13|11|13|10|13|11|
1000023114|15|8|13|13|13|17|||||
1000023115|13|12|13|13|13|12|13|11|13|14|
1000023116|||||||||||
1000023117|11|9|11|9|11|8|11|7|11|7|
1000023118|13|9|13|8|13|8|13|9|13|12|
1000023119|||||12|7|12|7|12|7|
1000023120|12|10|13|10|||12|15|12|16|
1000023121|13|9|13|9|13|13|13|13|||
1000023122|13|7|13|7|13|7|13|7|13|7|
1000023123|||||||||13|13|
1000023124|13|9|13|8|13|11|13|11|13|8|
1000023125|||13|7|13|9|13|9|13|13|
1000023126|||13|7|13|9|13|12|13|10|
1000023127|13|11|13|9|13|9|13|9|13|8|
1000023128|13|12|13|11|13|11|13|11|13|13|
1000023129|13|13|13|13|13|11|13|11|13|8|
1000023130|||||13|7|13|9|13|9|
1000023131|||||13|13|13|14|13|13|
1000023132|13|8|13|8|13|13|13|6|13|6|
1000023133|13|13|13|13|13|13|13|7|13|8|
1000023134|||||||13|7|13|8|
1000023135|12|9|12|9|12|8|12|6|12|6|
1000023136|13|8|13|7|13|11|13|9|13|9|
1000023137|||||13|5|13|7|13|6|
1000023138|13|14|||||||||
1000023139|15|7|13|7|13|8|13|7|13|7|
1000023140|13|17|||||||||
1000023141|13|9|13|8|13|9|13|8|13|10|
1000023142|||13|13|||13|9|13|17|
1000023143|||13|7|13|6|13|11|12|11|
1000023144|13|9|13|9|13|9|13|8|13|9|
1000023145|13|6|13|7|13|7|||||
1000023146|13|13|13|9|13|9|13|8|13|7|
1000023147|15|9|15|10|15|10|13|12|13|13|
1000023148|||||||11|10|11|6|
1000023149|||||13|11|13|12|13|14|
1000023150|13|6|13|6|13|7|13|7|13|6|
1000023151|13|11|13|12|||||||
1000023152|12|8|12|9|12|15|12|14|12|8|
1000023153|||||||||12|6|
1000023154|12|6|12|7|12|7|12|8|12|7|
1000023155|13|8|13|9|13|7|13|9|13|12|
1000023156|13|7|13|7|13|6|13|7|12|7|
1000023157|13|10|13|9|13|10|13|9|13|10|
1000023158|13|8|13|8|13|9|13|8|13|7|
1000023159|||||||||13|12|
1000023160|13|11|13|11|||||||
1000023161|||||||||13|8|
1000023162|15|8|15|8|13|9|||||
1000023163|13|12|13|11|13|12|13|13|13|13|
1000023164|13|6|13|6|13|5|12|4|13|5|
1000023165|15|13|13|9|13|12|13|11|13|13|
1000023166|||||||13|8|13|9|
1000023167|13|8|13|8|13|7|13|7|13|7|
1000023168|||||||13|7|13|7|
1000023169|||||||||13|7|
1000023170|13|14|13|17|13|17|||||
1000023171|||15|8|13|12|13|11|13|13|
1000023172|13|9|13|9|13|12|13|11|13|12|
1000023173|||||||13|11|13|10|
1000023174|||13|9|13|9|13|9|||
1000023175|13|8|12|9|12|10|12|12|12|11|
1000023176|13|6|13|5|13|5|13|5|13|6|
1000023177|13|13|13|13|13|13|||||
1000023178|15|11|15|11|13|10|15|14|13|15|
1000023179|||||||12|9|12|11|
1000023180|13|7|13|7|13|6|13|6|12|7|
1000023181|13|14|13|14|13|17|||||
1000023182|13|13|13|14|13|13|13|9|13|11|
1000023183|13|12|13|10|13|10|13|9|13|10|
1000023184|15|9|13|8|13|9|13|10|13|13|
1000023185|12|7|13|8|13|14|13|14|||
1000023186|12|13|12|8|12|15|13|12|||
1000023187|13|13|13|13|13|12|13|14|13|13|
1000023188|13|14|13|14|13|17|||||
1000023189|13|9|13|9|13|9|||||
1000023190|12|8|||||||||
1000023191|||12|11|13|14|13|13|13|10|
1000023192|13|17|||||||||
1000023193|13|14|13|14|13|17|||||
1000023194|13|16|||||||||
1000023195|12|14|||||||||
1000023196|||15|13|15|12|13|14|13|17|
1000023197|13|7|13|7|13|8|13|10|13|10|
1000023198|13|8|13|8|13|8|13|8|13|8|
1000023199|13|11|13|9|13|10|13|8|13|9|
1000023200|13|8|13|8|13|8|13|6|13|6|
1000023201|13|13|13|13|||||||
1000023202|13|11|13|11|13|12|13|12|13|11|
1000023203|12|8|12|9|12|9|12|8|12|8|
1000023204|13|9|||||||||
1000023205|13|8|13|7|13|7|13|7|13|7|
1000023206|13|13|13|13|13|11|13|17|||
1000023207|||||||||13|7|
1000023208|||||||||13|9|
1000023209|||||||15|8|13|10|
1000023210|13|7|13|6|||||||
1000023211|13|6|||||||||
1000023212|||13|10|13|13|13|17|||
1000023213|||||||13|11|13|12|
1000023214|13|8|13|9|13|9|||||
1000023215|||||||||13|6|
1000023216|13|11|13|9|13|8|13|9|13|9|
1000023217|12|13|||||||||
1000023218|13|13|13|11|||||||
1000023219|13|9|13|10|13|13|13|13|13|13|
1000023220|13|13|13|15|13|16|13|17|||
1000023221|13|10|13|14|13|17|||||
1000023222|13|6|13|6|12|7|12|7|12|7|
1000023223|13|13|13|11|13|10|13|10|13|12|
1000023224|13|12|13|13|13|13|13|13|13|12|
1000023225|||13|8|13|7|13|8|13|8|
1000023226|12|9|12|9|12|7|12|7|12|7|
1000023227|13|13|13|14|13|13|13|14|13|14|
1000023228|12|12|12|14|12|16|||||
1000023229|||||||12|14|||
1000023230|13|8|13|8|13|7|13|7|13|7|
1000023231|13|6|13|7|13|8|13|8|12|10|
1000023232|||15|8|15|8|13|9|13|17|
1000023233|12|14|12|15|||||||
1000023234|||13|10|13|10|13|10|13|9|
1000023235|15|6|15|6|15|6|15|6|13|7|
1000023236|12|13|12|14|12|17|||||
1000023237|12|10|12|10|12|12|12|13|12|14|
1000023238|||||||||13|12|
1000023239|13|8|12|9|12|7|12|7|13|7|
1000023240|13|9|13|8|13|8|13|8|13|9|
1000023241|||||13|7|13|8|13|8|
1000023242|13|6|13|5|13|5|13|6|13|5|
1000023243|||||13|6|13|6|13|6|
1000023244|12|15|12|15|12|14|||||
1000023245|15|9|15|8|15|9|13|10|13|8|
1000023246|||||13|6|13|8|13|8|
1000023247|||||13|7|13|7|13|6|
1000023248|13|10|13|9|13|13|13|8|13|8|
1000023249|13|11|13|11|13|12|13|12|||
1000023250|15|15|13|13|13|13|13|11|13|12|
1000023251|15|10|15|9|13|13|13|12|13|13|
1000023252|||||||15|7|13|12|
1000023253|12|10|12|10|12|10|12|14|||
1000023254|15|7|15|7|15|7|13|9|13|10|
1000023255|12|14|12|14|12|14|12|14|12|14|
1000023256|13|9|13|11|13|13|||||
1000023257|12|16|12|17|12|17|||||
1000023258|15|9|13|12|13|13|13|13|13|13|
1000023259|13|8|13|9|13|8|13|9|13|9|
1000023260|13|8|13|6|13|6|13|6|13|6|
1000023261|15|10|15|9|15|9|15|10|13|14|
1000023262|13|13|13|13|||||||
1000023263|12|13|12|10|12|13|12|15|12|15|
1000023264|13|9|13|8|13|7|13|6|13|6|
1000023265|13|11|13|10|13|10|13|10|13|12|
1000023266|12|8|12|17|||||||
1000023267|||||13|8|13|9|13|7|
1000023268|13|16|||||||||
1000023269|15|8|13|8|13|7|13|8|13|8|
1000023270|13|14|13|14|13|14|||||
1000023271|||15|14|15|12|13|17|13|17|
1000023272|12|11|12|11|12|12|12|14|12|13|
1000023273|13|9|13|12|13|13|13|14|13|17|
1000023274|||||13|7|13|9|13|11|
1000023275|||13|6|13|7|13|7|13|6|
1000023276|13|13|||||||||
1000023277|13|8|13|7|13|6|13|8|13|8|
1000023278|12|7|||||||||
1000023279|13|12|13|11|||||||
1000023280|15|9|13|10|13|8|13|11|13|14|
1000023281|12|8|12|8|12|5|12|6|||
1000023282|13|17|13|17|||||||
1000023283|13|13|||||||||
1000023284|13|13|13|16|13|17|||||
1000023285|15|7|13|6|13|6|13|6|13|5|
1000023286|13|14|13|14|13|14|12|14|12|15|
1000023287|13|16|13|16|13|16|13|17|||
1000023288|13|15|13|14|||||||
1000023289|||13|6|13|6|13|7|13|8|
1000023290|13|11|13|9|||13|11|13|10|
1000023291|||||||||||
1000023292|13|13|13|12|13|12|13|12|13|9|
1000023293|13|13|13|10|13|12|||||
1000023294|||||13|6|13|9|13|10|
1000023295|||||||13|7|13|6|
1000023296|||13|7|13|7|13|8|||
1000023297|13|9|13|10|||||||
1000023298|13|8|13|8|13|8|13|9|13|9|
1000023299|13|8|13|7|13|9|13|6|13|6|
1000023300|||||||13|14|13|14|
1000023301|13|12|||||||||
1000023302|12|13|13|12|||||||
1000023303|12|8|12|8|12|9|12|9|12|17|
1000023304|||||15|8|13|10|||
1000023305|15|8|15|10|15|10|15|9|13|7|
1000023306|13|13|13|13|13|12|13|10|12|9|
1000023307|15|10|15|15|15|14|15|14|15|14|
1000023308|||13|11|13|10|12|11|12|11|
1000023309|13|11|13|13|13|12|13|13|13|13|
1000023310|||||||13|9|13|11|
1000023311|13|11|13|8|13|8|13|7|13|7|
1000023312|13|7|13|9|13|13|13|13|13|13|
1000023313|13|6|13|6|||||||
1000023314|||||||13|7|13|6|
1000023315|13|13|13|13|13|13|13|14|||
1000023316|||||13|6|13|7|13|5|
1000023317|15|11|13|12|13|10|13|11|13|13|
1000023318|15|10|13|13|||||||
#N/A
1000023319|13|9|13|9|13|9|13|10|13|10|
1000023320|13|13|13|13|||||||
1000023321|13|8|13|9|13|9|13|13|13|10|
1000023322|13|11|13|12|13|13|13|11|13|11|
1000023323|||||||||||
1000023324|13|9|13|9|13|10|13|11|13|13|
1000023325|15|8|13|6|13|6|13|6|13|6|
1000023326|15|10|13|13|13|8|13|10|13|10|
1000023327|13|7|13|7|13|8|13|7|13|8|
1000023328|13|8|13|8|13|7|13|8|13|8|
1000023329|13|13|13|13|13|13|13|13|13|14|
1000023330|||||13|10|13|12|13|11|
1000023331|13|12|13|11|13|12|13|12|13|13|
1000023332|||||||13|13|13|12|
1000023333|||||13|13|13|12|13|13|
1000023334|||||||13|13|13|12|
#N/A
1000023335|15|7|13|7|||13|7|||
1000023336|13|11|13|11|13|13|13|13|13|17|
1000023337|15|7|15|8|15|7|15|7|13|10|
1000023338|||||13|12|||||
1000023339|13|13|13|13|13|15|13|16|||
1000023340|||13|8|13|12|13|12|13|15|
1000023341|13|10|13|11|13|10|13|12|13|13|
1000023342|||||||13|9|13|12|
#N/A
1000023343|13|13|13|13|13|17|||||
1000023344|13|8|13|9|13|9|13|8|13|8|
1000023345|15|9|13|14|13|17|||||
1000023346|13|16|||||||||
1000023347|13|13|13|14|13|12|13|14|13|13|
1000023348|13|13|13|14|15|8|13|14|13|14|
1000023349|||||13|8|||||
1000023350|13|13|13|12|13|17|||||
1000023351|13|11|13|11|13|11|13|10|13|11|
1000023352|13|13|13|11|13|9|13|10|13|10|
1000023353|15|7|15|7|15|6|13|9|13|13|
1000023354|13|11|13|12|13|13|13|13|13|12|
1000023355|||||||||13|8|
1000023356|13|13|13|13|||||||
1000023357|13|14|||||||||
1000023358|13|13|13|13|13|13|13|14|13|13|
1000023359|12|10|12|10|12|10|12|10|12|10|
1000023360|13|7|13|8|12|10|13|8|13|6|
1000023361|||||13|6|13|6|13|5|
1000023362|13|12|13|11|13|13|13|12|13|14|
1000023363|13|8|13|8|13|8|13|7|13|7|
1000023364|13|10|13|12|13|11|13|16|13|16|
1000023365|13|6|13|6|13|6|13|6|13|6|
1000023366|||||||||12|4|
1000023367|13|7|13|7|13|7|13|7|13|7|
1000023368|||13|6|13|7|||||
1000023369|13|7|13|13|13|13|13|8|13|8|
1000023370|13|8|13|7|13|7|||||
1000023371|12|9|12|10|12|8|12|10|12|9|
1000023372|13|13|13|13|13|17|||||
1000023373|13|9|13|11|13|11|13|9|13|10|
1000023374|13|9|13|10|||||||
1000023375|12|15|12|14|12|14|12|14|12|14|
1000023376|13|13|||||||||
1000023377|||||||13|4|13|5|
1000023378|||||12|13|12|13|12|16|
1000023379|13|6|13|7|13|6|13|6|13|6|
1000023380|12|7|12|4|12|7|12|5|12|9|
1000023381|13|9|15|9|13|12|13|12|13|12|
1000023382|15|9|15|8|15|9|15|9|13|11|
1000023383|13|8|13|7|13|8|13|8|13|8|
1000023384|13|14|13|17|||||||
1000023385|||||||||13|7|
1000023386|12|7|12|6|12|5|12|6|12|6|
1000023387|13|9|13|9|13|9|13|10|13|12|
1000023388|13|11|13|9|13|9|13|8|13|8|
1000023389|15|7|15|8|15|7|13|11|13|12|
1000023390|12|8|12|8|||||||
1000023391|13|13|13|11|13|13|13|10|13|9|
1000023392|13|9|13|8|13|7|13|7|13|7|
1000023393|||13|9|13|8|||||
1000023394|||||||12|13|12|14|
1000023395|13|9|13|9|13|9|13|8|13|7|
1000023396|13|14|13|14|13|14|13|14|13|15|
1000023397|||||13|10|13|15|13|15|
1000023398|13|6|13|6|||||13|8|
1000023399|13|14|13|13|13|14|13|14|||
1000023400|||||||13|11|13|17|
1000023401|13|9|||||||||
1000023402|12|13|12|14|||||||
1000023403|13|14|13|14|||||||
1000023404|||13|9|13|10|13|12|13|10|
1000023405|||13|8|13|8|||||
1000023406|||||12|10|||||
1000023407|13|9|13|8|13|8|13|8|||
1000023408|13|9|13|9|13|9|13|9|13|11|
1000023409|13|13|13|10|13|10|13|7|13|6|
1000023410|13|9|||||||||
1000023411|13|13|13|8|13|8|||||
1000023412|||||||||||
1000023413|||||13|14|||||
1000023414|13|14|13|9|13|6|13|7|13|7|
1000023415|||13|9|||||||
1000023416|13|16|13|16|||||||
1000023417|13|6|13|8|13|13|13|8|13|8|
1000023418|13|9|13|9|||||||
1000023419|15|10|15|9|13|14|13|17|||
1000023420|13|7|13|7|13|7|13|7|13|8|
1000023421|13|12|13|12|13|11|13|9|13|9|
1000023422|15|11|15|13|15|13|15|13|13|9|
1000023423|||13|7|13|8|13|7|13|8|
1000023424|13|7|13|6|13|6|13|7|13|7|
1000023425|15|10|13|13|13|13|||||
1000023426|13|8|13|8|13|11|13|9|13|13|
1000023427|||||13|8|13|9|13|9|
1000023428|13|7|13|7|||||||
1000023429|13|9|13|8|13|7|13|7|13|10|
1000023430|13|11|13|11|13|13|13|11|13|13|
1000023431|||||13|11|13|13|13|13|
1000023432|13|7|13|6|13|6|13|5|13|5|
1000023433|13|10|13|10|13|11|13|11|13|12|
1000023434|13|12|13|13|13|12|13|12|13|14|
1000023435|||||||||||
1000023436|15|8|15|8|15|8|13|10|13|13|
1000023437|13|9|13|9|13|12|13|8|13|8|
1000023438|||||||||13|13|
1000023439|13|9|13|10|||||||
1000023440|13|9|13|8|13|8|13|9|13|8|
1000023441|13|17|||||||||
1000023442|13|8|13|8|13|10|13|9|13|8|
1000023443|13|13|13|13|13|13|13|14|13|13|
1000023444|13|12|13|12|13|11|13|11|13|13|
1000023445|||||15|11|13|10|13|10|
1000023446|||||||13|11|13|13|
#N/A
1000023447|12|10|12|10|11|9|11|9|11|9|
1000023448|13|10|13|8|||||||
1000023449|11|9|11|9|11|8|11|8|||
1000023450|12|8|12|7|12|6|||||
1000023451|12|7|11|6|11|6|12|14|12|11|
1000023452|12|7|12|12|12|8|12|9|12|7|
1000023453|||||12|8|12|10|12|9|
1000023454|||||||||||
1000023455|||||||||12|10|
1000023456|||||||13|7|13|6|
1000023457|||13|9|||||||
1000023458|11|8|11|9|11|7|11|4|11|4|
1000023459|13|6|13|6|13|6|13|6|13|6|
1000023460|12|13|12|13|12|17|||||
1000023461|13|7|13|6|13|6|13|6|13|5|
1000023462|12|9|12|12|12|13|12|11|12|9|
1000023463|||||||||13|10|
1000023464|12|9|12|9|12|9|12|8|12|12|
1000023465|12|8|12|7|12|7|12|6|||
1000023466|||||||13|8|13|9|
1000023467|13|9|13|7|13|8|13|7|13|7|
1000023468|||12|4|||||||
1000023469|13|7|13|8|13|7|13|6|||
1000023470|||||13|10|13|11|13|17|
1000023471|11|2|11|2|11|2|11|2|11|2|
1000023472|12|10|12|10|12|17|||||
1000023473|||||||||13|9|
1000023474|13|8|13|8|||13|8|13|6|
1000023475|13|12|13|13|13|13|13|16|13|17|
1000023476|||||||13|6|13|6|
1000023477|11|5|11|4|11|3|11|5|11|7|
1000023478|13|10|||||||13|7|
1000023479|13|13|||||||||
1000023480|12|14|12|13|12|17|||||
1000023481|13|5|13|6|13|6|13|7|13|6|
1000023482|12|7|12|7|||||||
1000023483|13|11|13|17|||||||
1000023484|13|5|13|5|12|5|12|5|12|5|
1000023485|13|11|13|11|13|10|||||
1000023486|||||||15|11|13|13|
1000023487|13|9|13|9|13|9|13|10|13|8|
1000023488|||||||||12|7|
1000023489|||||||||12|7|
1000023490|||||12|8|12|9|12|10|
1000023491|||||||13|10|13|9|
1000023492|12|6|12|5|12|5|12|5|12|5|
1000023493|13|7|||||||||
1000023494|||||||12|8|||
1000023495|||||||||||
1000023496|13|8|13|9|||||||
1000023497|12|5|13|10|12|13|12|13|12|13|
1000023498|13|9|13|9|13|9|12|10|12|9|
1000023499|13|12|13|10|13|12|13|14|13|14|
1000023500|12|9|12|8|12|8|12|8|12|8|
1000023501|13|12|13|8|13|12|12|7|12|11|
1000023502|||||||13|10|13|10|
1000023503|||12|5|13|7|12|7|12|7|
1000023504|||||||||13|9|
1000023505|13|17|||||||||
1000023506|||||||||||
1000023507|||||||12|7|12|13|
1000023508|13|10|13|10|13|9|13|11|13|14|
1000023509|||15|6|15|7|15|8|13|8|
1000023510|12|12|12|11|12|10|12|11|12|11|
1000023511|13|8|13|9|13|8|13|10|13|10|
1000023512|13|9|12|9|12|13|12|9|12|7|
1000023513|||13|6|13|6|13|6|13|14|
1000023514|13|13|12|10|12|11|12|9|13|13|
1000023515|12|14|12|14|12|13|12|13|12|18|
1000023516|15|9|13|9|13|8|13|8|||
1000023517|||||||12|6|12|5|
1000023518|||||||||13|10|
1000023519|||||||13|7|13|7|
1000023520|12|13|12|14|12|14|12|10|12|7|
1000023521|13|13|13|13|13|13|13|14|13|9|
1000023522|12|7|13|8|12|6|12|6|12|5|
1000023523|13|12|13|11|13|13|13|14|||
1000023524|||||||||13|13|
1000023525|13|5|||||||||
1000023526|||||13|11|13|9|13|8|
1000023527|13|13|13|13|13|14|13|14|13|14|
1000023528|12|11|12|11|12|10|12|12|12|11|
1000023529|||||||||13|13|
1000023530|12|10|12|10|12|11|||||
1000023531|||13|8|||||||
1000023532|13|7|13|9|||||||
1000023533|13|13|13|13|13|13|||||
1000023534|13|7|13|7|||||||
1000023535|12|15|||||||||
1000023536|15|8|15|8|15|9|15|9|13|10|
1000023537|13|6|13|6|||13|6|13|5|
1000023538|||11|8|11|9|11|7|11|8|
1000023539|12|12|12|12|12|13|12|15|12|17|
1000023540|12|14|12|14|12|13|12|9|12|11|
1000023541|13|11|13|11|13|12|13|10|13|9|
1000023542|||||15|9|15|11|13|13|
1000023543|13|11|||||||||
1000023544|13|9|13|13|13|10|13|9|13|8|
1000023545|13|6|||||||||
1000023546|15|9|15|8|15|8|13|10|13|9|
1000023547|13|8|13|8|13|8|||13|8|
1000023548|||12|3|||||12|6|
1000023549|13|7|||||||||
1000023550|13|6|13|6|13|5|||||
1000023551|13|13|||||||||
1000023552|||13|11|13|9|13|11|13|15|
1000023553|13|17|||||||||
1000023554|15|8|13|10|13|11|13|12|13|10|
1000023555|13|8|13|11|13|9|13|9|13|8|
1000023556|13|13|||||||||
1000023557|||15|8|15|7|13|7|13|7|
1000023558|13|8|13|8|13|9|13|7|13|7|
1000023559|13|7|||||12|7|12|5|
1000023560|13|11|13|12|13|12|13|12|13|12|
1000023561|||13|7|13|7|13|6|13|6|
1000023562|13|14|13|17|||||||
1000023563|||||12|16|||||
1000023564|12|9|12|10|12|13|12|13|12|13|
1000023565|13|16|||||||||
1000023566|15|13|13|14|13|7|||||
1000023567|12|9|12|8|12|14|12|14|||
1000023568|13|9|13|8|13|7|13|8|13|6|
1000023569|||13|10|13|10|13|9|||
1000023570|||||||||12|5|
1000023571|13|8|13|11|13|9|13|8|13|8|
1000023572|||||13|11|13|12|13|12|
1000023573|13|8|13|14|13|14|||||
1000023574|||||12|9|12|10|12|9|
1000023575|12|10|12|8|12|9|12|13|12|13|
1000023576|12|8|12|9|||||||
1000023577|||||||12|9|12|8|
