V_BZNO|BASDT1|PERS1|BASDT2|PERS2|BASDT3|PERS3|BASDT4|PERS4|BASDT5|PERS5|BASDT6|PERS6|BASDT7|PERS7|BASDT8|PERS8|BASDT9|PERS9|BASDT10|PERS10|BASDT11|PERS11|
가상_사업자번호|기준일자1|종업원수1|기준일자2|종업원수2|기준일자3|종업원수3|기준일자4|종업원수4|기준일자5|종업원수5|기준일자6|종업원수6|기준일자7|종업원수7|기준일자8|종업원수8|기준일자9|종업원수9|기준일자10|종업원수10|기준일자11|종업원수11|
1000020174|20210331|9|20211231|9|20220331|9|||||||||||||||||
1000002112|20211111|34|20251231|40|20260409|43|||||||||||||||||
1000020169|20211231|382|20220531|396|20220930|405|20221231|417|20230420|411|20231231|395|||||||||||
1000000083|20231231|433|||||||||||||||||||||
1000007429|20221231|162|20230331|156|||||||||||||||||||
1000020158|20210121|16|20220121|16|||||||||||||||||||
1000027062|20210408|90|20211231|99|20220401|98|20221231|98|20230630|94|20231231|98|20240625|99|||||||||
1000002406|20210518|9|20220520|14|||||||||||||||||||
1000021260|20241231|27|20251126|26|||||||||||||||||||
1000015428|20211231|8|20220224|9|20220620|8|20221231|2|20230522|5|20231231|4|20240604|4|20241231|4|20250611|4|||||
1000000044|20211231|649|20220616|614|||||||||||||||||||
1000007471|20210517|156|20211231|159|20220331|164|20231231|165|20240331|164|20241231|166|20250331|166|20251231|172|20260331|176|||||
1000010830|20210527|146|20220513|147|20221231|145|20230518|145|20231231|145|20240522|145|20241231|145|20250522|139|||||||
1000000316|20231231|105|20240401|103|20241231|99|20250428|105|||||||||||||||
1000015915|20241231|292|20250226|292|||||||||||||||||||
1000002374|20210630|60|20211231|55|20220630|55|20231231|42|20240930|60|||||||||||||
1000014472|20210507|11|||||||||||||||||||||
1000002716|20211231|19|20221207|19|20231231|23|20240418|26|20241231|24|20250416|20|||||||||||
1000014431|20241231|40|20250507|40|||||||||||||||||||
1000000864|20210408|58|20211231|58|20220420|58|20221231|60|20230510|73|20251231|86|20260413|86|||||||||
1000018219|20210430|70|20211231|68|20220419|68|||||||||||||||||
1000000279|20210906|876|20220325|866|20230330|880|20231231|939|20240801|930|||||||||||||
1000000191|20210331|1820|20230331|2085|20240331|2075|20241231|2165|20250331|2164|||||||||||||
1000005964|20251231|113|20260409|99|||||||||||||||||||
1000014414|20211231|1020|20221231|969|20231231|981|20240415|995|20241231|987|20250331|987|20251231|980|20260331|995|||||||
1000019304|20210310|23|20210316|23|20220310|23|20221231|25|20230310|24|20240320|24|20241231|25|20250402|25|20251231|23|20260401|23|||
1000010848|20241231|35|20250605|36|||||||||||||||||||
1000000363|20210408|534|20211231|551|20220420|555|20221231|561|20230418|561|20231231|557|20240314|557|20240327|557|20241231|551|20250331|547|||
1000021018|20210416|764|20211231|730|20220415|730|20230428|799|||||||||||||||
1000000171|20210531|247|20211231|252|20220531|252|20221231|248|20230531|238|20231231|234|20240430|234|20241231|243|20250531|251|||||
1000000662|20211231|393|20221231|420|20231231|450|20240327|420|20241231|344|20251231|455|||||||||||
1000020204|20251231|89|20260410|93|||||||||||||||||||
1000005952|20210610|60|20211231|55|20220531|49|20221231|56|20230531|57|20231231|53|20240611|49|||||||||
1000007479|20251231|178|20260424|174|||||||||||||||||||
1000017738|20251231|60|20260317|60|||||||||||||||||||
1000005961|20220314|23|20221231|23|20230313|23|20231231|23|20240315|23|20240814|23|20241231|22|20250311|22|20251231|22|20260319|22|||
1000009104|20221231|511|20230531|521|20241231|529|20250430|521|||||||||||||||
1000000700|20210331|408|20211231|409|20220331|406|20231231|461|20240331|456|20241231|503|20250407|488|20251231|484|20260401|517|||||
1000010334|20210402|57|20211231|48|20220328|48|20221231|47|20230331|49|20231231|49|20240329|48|20241231|22|20250331|21|20251231|23|20260406|23|
1000017008|20211231|542|20220524|542|||||||||||||||||||
1000015991|20220630|91|20230902|86|||||||||||||||||||
1000012645|20211231|10|20220616|8|20220619|7|20221231|8|20231231|7|20240611|9|20241231|11|20250425|11|||||||
1000006134|20221231|109|20230508|158|20231231|38|20240624|38|20241231|42|20250531|40|||||||||||
1000011684|20211231|30|20220517|32|20221231|22|20230523|21|20231231|17|20240513|16|20241231|18|20250519|17|||||||
1000000148|20260407|183|20260508|183|||||||||||||||||||
1000000569|20220427|313|||||||||||||||||||||
1000015422|20220218|370|||||||||||||||||||||
1000010947|20241231|259|20250414|266|||||||||||||||||||
1000002328|20210331|40|20211231|36|20220531|40|20221231|40|20230531|40|20231231|22|20240613|40|20240903|24|20241231|33|20250429|37|||
1000010857|20211231|30|20220512|34|20221231|35|20230515|31|20231231|24|20240520|24|20241231|21|20250509|20|||||||
1000006280|20251231|252|20260326|241|||||||||||||||||||
1000012723|20221231|21|20230331|20|20231231|22|20240418|23|20241231|22|20250331|23|20251231|23|20260403|23|||||||
1000015475|20210407|26|20211231|30|20220325|30|20231231|24|20240331|27|20241231|27|20250417|29|||||||||
1000002299|20241231|33|20250422|29|20251231|29|20260420|28|20260428|28|||||||||||||
1000015921|20210323|89|20211231|88|20220331|89|20221231|99|20230331|101|20231231|98|20240331|96|20241231|100|20250331|99|20251231|95|20260331|94|
1000019463|20210608|6|20211231|6|20220531|6|20221231|6|20230531|8|20231231|8|20240603|21|20241231|8|20250522|8|||||
1000018635|20211231|40|20220731|48|20221231|40|20231117|35|||||||||||||||
1000014024|20210325|14|20211231|13|20220323|13|20221231|14|20230331|11|20231231|14|20240327|12|20241231|8|20250325|7|20251231|8|20260326|7|
1000001933|20211231|207|20220816|256|20221231|258|20230430|255|20231231|255|20240331|244|||||||||||
1000005664|20210621|13|||||||||||||||||||||
1000016935|20210423|7|||||||||||||||||||||
1000002558|20210506|22|20211231|23|20220401|22|20221231|24|20230401|24|20231231|24|20240405|23|20240814|26|20241231|27|20250402|27|20251231|27|
1000010378|20210421|48|20220421|34|20230404|39|20240423|41|20241231|39|20250421|36|20251231|39|20260331|46|||||||
1000017384|20241231|28|20251205|28|||||||||||||||||||
1000006846|20241231|17|20250531|15|||||||||||||||||||
1000009408|20210415|12|20211231|13|20220419|13|20221231|19|20231231|16|20240424|18|20241231|20|20250424|19|20251231|24|20260421|25|||
1000012713|20241231|15|20250331|15|20251231|16|20260331|16|||||||||||||||
1000017033|20210512|27|20211231|24|20220404|27|20231231|24|20240501|27|20241231|24|20250714|27|||||||||
1000019043|20211231|165|20220331|158|20221231|160|||||||||||||||||
1000016165|20211014|7|20211231|7|20221013|7|20221231|7|20231006|6|20231231|7|20241231|5|20250925|4|||||||
1000008498|20210301|218|20211231|218|20220406|218|20241231|211|20250430|205|20251231|225|20260430|206|||||||||
1000002873|20210323|10|20211231|11|20220408|12|20221231|12|20230403|12|||||||||||||
1000017311|20241231|39|20250911|39|||||||||||||||||||
1000000007|20241231|1080|20250731|1062|||||||||||||||||||
1000009619|20210330|121|20221231|181|20230628|198|20231231|199|20240403|203|20241231|183|20250228|160|20251231|161|20260331|168|||||
1000000233|20230503|246|||||||||||||||||||||
1000002892|20211231|26|||||||||||||||||||||
1000007438|20221231|86|20230331|87|20231231|0|20240723|0|20241231|87|20250520|89|||||||||||
1000020387|20211231|25|20221231|25|20231231|25|20240826|23|20241231|25|20250630|24|||||||||||
1000014101|20221231|45|20230630|45|||||||||||||||||||
1000005981|20211231|87|20220411|79|20220630|82|20221231|82|20251231|89|20260427|89|||||||||||
1000000312|20210408|386|20220328|331|||||||||||||||||||
1000013543|20241231|141|20250718|130|||||||||||||||||||
1000002438|20211231|25|20220308|51|||||||||||||||||||
1000020409|20210126|32|20211231|33|20220228|33|20221231|34|20230228|34|20241231|38|20250417|37|||||||||
1000013493|20211231|230|20221231|239|||||||||||||||||||
1000002471|20210323|16|20221231|30|20230331|28|20231231|26|20240331|23|20240910|25|20241231|25|20250325|25|20251231|21|20260327|21|||
1000021345|20211231|28|20220426|27|||||||||||||||||||
1000015784|20210429|18|20211231|18|20220426|14|20221231|13|20230816|12|20231231|14|20240426|15|20241231|14|20250423|13|20251231|13|20260427|13|
1000010386|20211231|7|20241231|4|20250820|4|||||||||||||||||
1000023496|20231231|36|20240417|37|20241231|38|20250414|33|20251231|38|20260410|33|||||||||||
1000002191|20210331|456|20211231|487|20220331|527|20231231|540|20240331|538|20251231|410|20260331|383|||||||||
1000012190|20210511|790|20211231|925|20220331|865|20221231|865|20230427|1009|||||||||||||
1000010681|20210329|10|20221231|11|20230523|11|||||||||||||||||
1000002504|20210416|46|20241231|48|20250409|45|20251231|48|20260408|46|||||||||||||
1000015504|20210530|13|20211231|22|20220531|21|20221231|19|20230430|20|20231231|19|20240613|18|20241231|17|20250531|15|||||
1000002531|20220413|44|20221231|36|20231231|48|20240508|48|20241231|47|20250416|40|||||||||||
1000008491|20210531|15|20211231|19|20220615|18|20221231|19|20230609|19|20231231|18|20240605|20|20241231|18|20250530|20|20251231|21|20260331|21|
1000002591|20210430|30|20211231|31|20220426|35|20221231|34|20230420|37|20231231|36|20240331|35|20240823|36|20241231|35|20250326|35|20251231|31|
1000020279|20251231|44|20260421|44|||||||||||||||||||
1000014777|20210624|5|||||||||||||||||||||
1000008181|20210331|45|20220407|45|20230404|45|||||||||||||||||
1000002806|20210428|12|20210503|12|20220503|15|20221231|22|20230428|22|20231231|19|20240403|23|20241218|19|20241231|17|20250409|22|20251231|18|
1000002863|20220424|12|20221231|12|20231231|16|20240411|19|20241231|19|20250409|19|||||||||||
1000017025|20210408|48|20211231|48|20220418|71|20221231|51|20230414|50|20231231|68|20240331|84|20240731|79|||||||
1000002944|20210406|4|20211231|3|20220413|3|20221231|4|20230412|4|20231231|5|20240411|5|20240806|6|||||||
1000002933|20210616|49|||||||||||||||||||||
1000002894|20210330|17|20211231|20|20221231|16|20230405|20|20231231|36|20241231|18|20250428|21|20260410|18|||||||
1000011046|20211231|46|20220531|37|20221231|44|20230526|48|20231231|49|20240611|47|20241231|46|20250605|52|||||||
1000018461|20210504|13|20211231|13|20220504|13|||||||||||||||||
1000014785|20210415|44|20211231|28|20220421|28|20221231|28|20230421|24|20231231|24|20240822|24|20241231|22|20250416|22|20251231|22|20260407|22|
1000018510|20210430|17|20211231|16|20221231|17|20231231|18|20240509|17|20241231|17|20250526|17|20251231|17|20260504|18|||||
1000002259|20210330|421|20211231|450|20220330|434|20221231|456|20230330|457|20231231|451|20240330|450|20251231|450|20260331|448|||||
1000001992|20210325|442|20211231|439|20220405|431|20221231|465|20230404|452|20231231|465|20240402|462|20241231|471|20250326|470|||||
1000020361|20210527|31|||||||||||||||||||||
1000009630|20221231|39|||||||||||||||||||||
1000014701|20241231|6|20250425|5|||||||||||||||||||
1000018902|20221231|106|20230407|106|||||||||||||||||||
1000001981|20210329|15|20211231|14|20220404|14|20221231|14|20230403|14|20231231|16|20240402|15|||||||||
1000008789|20211231|21|20221231|24|||||||||||||||||||
1000007626|20211231|103|20221231|106|20231231|107|20240305|107|20241231|104|20251231|106|20260306|106|||||||||
1000010177|20210405|12|20211231|12|20220101|12|20221231|12|20230407|12|20231231|12|20240311|13|20240820|11|20241231|12|20250428|12|20251231|11|
1000021191|20210331|87|20211231|84|20220430|85|20221231|84|20230331|69|20231231|67|20240416|56|20241231|37|20250416|40|20251231|61|20260409|63|
1000011251|20210608|18|20211231|22|20220602|18|20221231|13|20230607|15|20231231|16|20240531|17|20241231|13|20250531|15|||||
1000002797|20211231|8|20220324|8|20221231|8|20230320|7|20231231|6|20240321|7|20240903|6|20241231|7|20250318|7|20251231|7|20260324|7|
1000006286|20210331|13|20211231|13|20221231|14|20231231|14|20240416|11|||||||||||||
1000018209|20211231|473|20221231|495|||||||||||||||||||
1000010673|20210623|8|20221231|7|20230609|7|20231231|6|20240522|7|||||||||||||
1000008957|20211231|2660|20221231|2698|||||||||||||||||||
1000002313|20210618|42|20241231|64|20250408|70|20251231|60|20260330|65|||||||||||||
1000000116|20211231|891|||||||||||||||||||||
1000002810|20210414|454|20221231|439|20230424|438|20230713|428|20231231|433|20240611|438|20241231|444|20250106|443|20250530|443|||||
1000006316|20211231|9|20220609|10|20231231|10|20240618|10|20241231|11|20250623|11|||||||||||
1000012494|20211231|17|20220406|27|20221231|26|20231221|17|20231231|18|20240411|17|20240630|17|20241231|17|20250402|16|20251231|16|20260427|16|
1000016014|20211231|807|20220330|722|20230329|1189|20231231|779|20240327|793|20241231|757|20250331|900|20251231|900|20260330|914|||||
1000016777|20210420|65|20211231|77|20220426|76|20241231|100|20250331|91|||||||||||||
1000002756|20241231|192|20250430|183|20251031|151|20260430|151|||||||||||||||
1000021674|20210510|19|20211231|17|20220504|17|20221231|17|20230425|17|||||||||||||
1000018590|20210511|561|20211231|580|20220425|580|20221231|594|20231231|606|20241231|642|20250401|642|||||||||
1000000340|20210416|239|20211231|239|20220418|250|20221231|248|20230414|251|20240418|228|20241231|216|20250403|216|20251231|216|20260402|211|||
1000014129|20210331|15|20211231|17|20220404|17|20221231|17|20230405|17|||||||||||||
1000010024|20210228|302|20211231|308|20220331|296|20221231|306|20230531|293|20251231|311|20260331|305|||||||||
1000002382|20210331|275|20211231|305|20220405|275|20221231|317|20230331|353|20231231|349|20240331|369|20241231|333|20250415|401|20251231|402|20260405|403|
1000001177|20211231|28|20220404|37|20230404|42|20231231|40|20240405|39|20241231|41|20250331|40|20251231|36|20260414|37|||||
1000000215|20210331|151|20211231|143|20220331|143|||||||||||||||||
1000007440|20220630|115|20220729|119|||||||||||||||||||
1000014312|20210331|30|||||||||||||||||||||
1000023979|20221231|15|20240314|18|20241231|15|20251107|16|||||||||||||||
1000000234|20240415|360|20260406|299|||||||||||||||||||
1000013429|20210405|65|20211231|63|20220329|63|20221231|63|20230327|66|20231231|64|20240328|64|20241231|64|20250331|65|20251231|62|20260326|59|
1000001520|20210614|20|20220415|18|20221231|16|20230414|15|20231231|15|20240417|16|20241231|15|20250416|15|20251231|12|20260416|11|||
1000011537|20210601|1914|20211231|579|20220614|556|20221231|2640|20230615|2683|20231231|2777|20240614|2758|20241231|2681|20250531|2717|||||
1000002939|20221231|18|20230221|18|||||||||||||||||||
1000007044|20210228|388|||||||||||||||||||||
1000002182|20210422|52|20211231|52|20221231|36|20230605|24|20231231|20|20240702|42|||||||||||
1000000101|20241231|500|20250227|494|||||||||||||||||||
1000010375|20210514|14|||||||||||||||||||||
1000023494|20210414|47|20211231|54|20220510|49|20221231|54|20230331|52|20231231|43|20240405|45|20241231|45|20250417|44|20251231|40|20260417|39|
