V_BZNO|1_ST_DT|1_ED_DT|1_CRI_GRDNM|2_ST_DT|2_ED_DT|2_CRI_GRDNM|3_ST_DT|3_ED_DT|3_CRI_GRDNM|4_ST_DT|4_ED_DT|4_CRI_GRDNM|5_ST_DT|5_ED_DT|5_CRI_GRDNM|6_ST_DT|6_ED_DT|6_CRI_GRDNM|7_ST_DT|7_ED_DT|7_CRI_GRDNM|
가상_사업자번호|등급적용시작일자 _2020|등급적용종료일자 _2020|CRI등급_2020|등급적용시작일자 _2021|등급적용종료일자 _2021|CRI등급_2021|등급적용시작일자 _2022|등급적용종료일자 _2022|CRI등급_2022|등급적용시작일자 _2023|등급적용종료일자 _2023|CRI등급_2023|등급적용시작일자 _2024|등급적용종료일자 _2024|CRI등급_2024|등급적용시작일자 _2025|등급적용종료일자 _2025|CRI등급_2025|등급적용시작일자 _2026|등급적용종료일자 _2026|CRI등급_2026|
1000004206|20200413|20210422|B+|20210422|20220406|B-|20220406|20230416|CCC-|20230416|20240415|CCC+|20240415|20250430|CCC+|20250430|20260227|B0|20260227|20270101|B+|
1000004207|20200529|20210504|B0|20210504|20220608|B-|20220608|20230609|B+|20230609|20241003|B0|20241003|20250719|B-|20250719|20260319|B0|20260319|20270101|B+|
1000004208|20210415|20210716|BB0|||||||||||||||||||
1000004209|20210101|20220518|CCC+|20220518|20231006|BBB0|20231006|20241026|BBB+|20241026|20250403|CCC+|20250403|20260415|CCC+|20260415|20280101|CCC+||||
1000004210|20200512|20220101|B0|20220101|20240905|CCC+|20240905|20250101|CCC-|||||||||||||
1000004211|20190101|20230419|CCC+|20230419|20240618|BBB0|20250414|20250427|BB+|20250427|20260423|BB0|20260423|20280101|B0|||||||
1000004212|20200530|20210423|B0|20210423|20220409|B-|20220409|20230822|BB-|20230822|20241109|B+|20250417|20251226|B0|20251226|20270101|CCC+||||
1000004213|20210427|20210831|BB+|20220618|20220827|BB-|20230609|20230829|BBB0|20230829|20240406|BBB0|20240406|20260101|BBB0|||||||
1000004214|20200918|20210420|BBB-|20210420|20220609|BB+|20220609|20231114|BB-|20231114|20241115|BB+|20241115|20251029|BB+|20251029|20270101|BB+||||
1000004215|20200423|20210501|A-|20210501|20220505|A0|20220505|20230419|A-|20230419|20240512|A0|20240512|20250404|A0|20250404|20260413|A+|20260413|20280101|BBB+|
1000004216|20210722|20211118|BB-|20221103|20221218|B0|20230319|20230510|B+|20230510|20240523|BB-|20240523|20260101|BB-|||||||
1000004218|20210101|20211203|CCC+|20211203|20220723|CCC0|20240319|20240816|CCC+|20250314|20250410|BB0|20250410|20270101|B+|||||||
1000004219|20210101|20260415|CCC+|20260415|20280101|BBB-||||||||||||||||
1000004220|20200415|20210420|BB0|20210420|20220504|BBB-|20220504|20230512|BB0|20230512|20240413|BBB-|20240413|20250415|BB0|20250415|20260415|BB+|20260415|20280101|BB+|
1000004221|20231108|20231118|BB0|20231118|20240413|BB+|20240413|20250421|B+|20250421|20270101|B0||||||||||
1000004222|20200919|20210525|BB-|20220219|20220507|BB+|20230403|20230518|BB+|20230518|20250101|BB+||||||||||
1000004223|20200623|20210701|B0|20210701|20230101|BB+|20240601|20240903|B+|20240903|20251119|B0|20251119|20260305|B0|20260305|20270101|B+||||
1000004224|20220101|20221007|CCC+|20230603|20230621|BB-|20230621|20240508|CCC+|20240508|20250520|CCC0|20250520|20260423|CCC+|20260423|20280101|CCC-||||
1000004225|20210101|20210527|CCC+|20220319|20220608|B+|20230203|20230609|B+|20230609|20240427|CCC+|20240427|20260101|CCC0|||||||
1000004226|20210312|20210605|BB0|20210605|20220401|B0|20230303|20230331|B0|20230331|20240402|B+|20240402|20250401|BB+|20260328|20260331|BB-|20260331|20280101|BBB0|
1000004227|20200624|20211118|CCC+|20220603|20220623|B+|20220623|20230701|CCC+|20230701|20240529|B0|20240529|20250509|BB+|20250509|20270101|BB+||||
1000004228|20200627|20210430|B+|20210430|20220423|BB+|20220423|20230420|BBB-|20230420|20240419|BBB-|20240419|20250426|BBB+|20260421|20260425|A-|20260425|20280101|BBB0|
1000004229|20210407|20210413|BB0|20220408|20220918|B+|20230511|20231218|BB0|20231218|20240514|BB-|20240514|20250822|BB-|20250822|20260403|B+|20260403|20270101|BB-|
